Date,Time,Indoor Temperature(%),Indoor Humidty (%),Outdoor Temperature (%),Outdoor Humidity(%),Dew Point (�C),Feels Like (�C),Wind(m/s),Gust(m/s),Wind Direction (�),ABS Barometer (hpa),REL Barometer(hpa),Solar Rad(w/m^2),UVI,Hourly Rain(mm),Event Rain(mm),Daily Rain(mm),Weekly Rain(mm),Monthly Rain(mm),Yearly Rain(mm)
16/09/2023,13:00,30.7,79,28.3,83,25.2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2023,14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2023,15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2023,16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2023,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2023,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2023,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2023,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2023,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2023,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2023,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2023,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2023,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2023,12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/05/2024, 17:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/05/2024,17:55,26.3,88,25.6,93,24.4,25.6,1.2,1.7,56,1010.1,1010.1,1.8,0,0.2,0.2,0.2,0.2,0.2,0.2
10/05/2024,18:00,26.2,88,25.3,90,23.5,25.3,5.2,6.4,86,1009.8,1009.8,2.4,0,0.6,0.6,0.6,0.6,0.6,0.6
10/05/2024,18:05,26.3,89,25.4,93,24.1,25.4,5.1,6.4,82,1009.5,1009.5,2.6,0,0.8,0.8,0.8,0.8,0.8,0.8
10/05/2024,18:10,26.3,89,25.6,95,24.5,25.6,6.9,8.1,86,1009.5,1009.5,2.6,0,1.0,1.0,1.0,1.0,1.0,1.0
10/05/2024,18:15,26.3,90,25.5,93,24.3,25.5,7.6,9.1,84,1009.5,1009.5,2.4,0,1.2,1.2,1.2,1.2,1.2,1.2
10/05/2024,18:20,26.0,90,25.4,94,24.3,25.4,6.0,7.0,80,1009.6,1009.6,2.5,0,1.5,1.5,1.5,1.5,1.5,1.5
10/05/2024,18:25,26.2,89,25.4,93,24.2,25.4,3.9,4.0,76,1009.6,1009.6,2.1,0,1.7,1.7,1.7,1.7,1.7,1.7
10/05/2024,18:30,26.4,88,25.5,93,24.4,25.5,2.9,3.2,82,1009.7,1009.7,1.7,0,1.9,1.9,1.9,1.9,1.9,1.9
10/05/2024,18:35,26.6,87,25.7,91,24.1,25.7,3.2,3.5,83,1009.7,1009.7,1.7,0,2.2,2.2,2.2,2.2,2.2,2.2
10/05/2024,18:40,26.6,87,26.1,90,24.1,26.1,3.6,4.4,92,1009.6,1009.6,1.8,0,2.4,2.4,2.4,2.4,2.4,2.4
10/05/2024,18:45,26.7,87,26.1,88,23.9,26.1,3.7,4.7,86,1009.6,1009.6,2.1,0,2.5,2.5,2.5,2.5,2.5,2.5
10/05/2024,18:50,26.6,86,26.1,90,24.3,26.1,3.5,4.1,86,1009.6,1009.6,2.4,0,2.6,2.6,2.6,2.6,2.6,2.6
10/05/2024,18:55,26.7,86,26.1,87,23.8,26.1,4.0,4.4,87,1009.6,1009.6,2.4,0,2.3,2.7,2.7,2.7,2.7,2.7
10/05/2024,19:00,26.7,86,26.2,88,23.9,26.2,4.9,5.5,83,1009.7,1009.7,2.8,0,2.2,2.8,2.8,2.8,2.8,2.8
10/05/2024,19:05,26.6,85,26.2,88,24.2,26.2,5.3,5.6,84,1009.7,1009.7,3.3,0,2.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:10,26.5,86,26.2,86,23.9,26.2,5.8,5.8,91,1009.8,1009.8,3.2,0,1.7,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:15,26.6,86,26.0,89,23.8,26.0,3.4,4.0,77,1009.8,1009.8,3.2,0,1.5,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:20,26.5,86,26.0,88,23.7,26.0,2.7,3.5,85,1009.7,1009.7,2.9,0,1.3,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:25,26.6,86,25.7,91,24.2,25.7,0.7,0.9,126,1009.6,1009.6,2.6,0,1.1,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:30,26.7,86,25.7,92,24.1,25.7,1.3,2.2,117,1009.9,1009.9,2.2,0,0.8,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:35,26.7,87,25.8,93,24.6,25.8,0.0,0.0,32,1009.9,1009.9,1.9,0,0.7,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:40,26.6,86,25.8,91,24.2,25.8,1.4,1.8,88,1010.0,1010.0,1.7,0,0.4,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:45,26.7,86,25.8,89,23.8,25.8,2.5,2.5,103,1009.9,1009.9,1.4,0,0.3,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:50,26.7,87,25.9,89,23.9,25.9,1.7,2.2,83,1009.9,1009.9,1.1,0,0.2,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:55,26.6,88,25.9,91,24.3,25.9,2.1,2.4,80,1010.0,1010.0,0.8,0,0.1,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:00,26.6,88,26.0,89,24.0,26.0,2.1,2.3,83,1009.8,1009.8,0.6,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:05,26.6,88,26.0,90,24.2,26.0,2.2,2.5,88,1010.0,1010.0,0.3,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:10,26.7,87,26.0,89,24.0,26.0,2.2,2.9,89,1010.0,1010.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:15,26.6,87,26.0,88,23.8,26.0,1.8,2.5,88,1010.1,1010.1,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,18:20,26.6,88,26.0,90,24.1,26.0,2.3,2.3,81,1010.0,1010.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,18:25,26.5,88,26.0,90,24.2,26.0,3.1,3.7,82,1010.1,1010.1,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,18:30,26.4,87,26.0,89,24.2,26.0,3.8,4.9,81,1010.3,1010.3,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,18:35,26.4,87,26.0,90,24.0,26.0,3.3,3.6,88,1010.3,1010.3,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,18:40,26.3,88,26.0,89,24.0,26.0,2.4,3.1,94,1010.4,1010.4,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,18:45,26.4,88,25.9,89,23.9,25.9,1.9,2.1,101,1010.3,1010.3,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,18:50,26.5,88,26.0,90,24.1,26.0,3.2,3.4,82,1010.4,1010.4,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,18:55,26.4,88,25.9,90,24.1,25.9,1.8,2.0,81,1010.3,1010.3,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:00,26.0,90,25.8,92,24.5,25.8,0.5,0.8,19,1010.4,1010.4,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:05,26.1,89,25.8,90,24.0,25.8,1.8,2.0,98,1010.4,1010.4,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:10,26.3,88,26.0,90,24.2,26.0,2.0,2.2,96,1010.6,1010.6,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:15,26.5,88,26.1,90,24.3,26.1,2.7,2.8,95,1010.5,1010.5,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:20,26.6,88,26.2,90,24.4,26.2,2.2,2.7,87,1010.4,1010.4,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:25,26.6,88,26.3,89,24.3,26.3,3.0,3.1,97,1010.5,1010.5,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:30,26.7,87,26.3,89,24.3,26.3,1.5,2.9,97,1010.7,1010.7,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:35,26.7,87,26.3,88,24.1,26.3,2.9,3.2,97,1010.8,1010.8,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:40,26.7,87,26.4,90,24.4,26.4,2.6,3.1,85,1010.9,1010.9,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:45,26.7,87,26.5,88,24.4,26.5,3.1,3.7,94,1010.8,1010.8,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:50,26.7,87,26.5,89,24.4,26.5,1.7,2.7,95,1011.0,1011.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,19:55,26.8,88,26.5,90,24.7,26.5,2.1,2.3,89,1010.9,1010.9,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:00,26.3,89,26.5,89,24.5,26.5,1.0,1.2,79,1011.0,1011.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:05,26.1,90,26.5,89,24.5,26.5,1.7,2.2,95,1011.0,1011.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:10,26.3,90,26.5,88,24.3,26.5,1.3,1.9,89,1010.9,1010.9,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:15,26.1,90,26.5,89,24.5,26.5,2.8,2.8,84,1011.0,1011.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:20,26.2,90,26.5,89,24.3,26.5,2.1,2.3,86,1011.0,1011.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:25,26.1,91,26.6,88,24.3,26.6,1.9,2.3,92,1011.1,1011.1,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:30,25.9,91,26.6,89,24.6,26.6,2.0,2.3,79,1011.2,1011.2,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:35,25.9,92,26.6,89,24.4,26.6,1.5,1.5,71,1011.2,1011.2,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:40,25.9,91,26.5,88,24.3,26.5,1.9,2.2,82,1011.3,1011.3,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:45,25.9,91,26.6,88,24.4,26.6,2.2,2.5,87,1011.5,1011.5,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:50,26.3,90,26.7,89,24.7,29.8,2.0,2.5,91,1011.4,1011.4,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,20:55,26.5,89,26.7,89,24.7,29.8,2.7,2.8,96,1011.5,1011.5,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:00,26.6,89,26.7,89,24.7,29.8,2.8,2.9,93,1011.3,1011.3,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:05,26.7,88,26.8,89,24.8,30.0,1.9,2.7,92,1011.5,1011.5,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:10,26.7,88,26.8,88,24.6,29.9,2.6,3.2,96,1011.5,1011.5,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:15,26.8,88,26.9,87,24.4,30.1,3.2,3.3,100,1011.7,1011.7,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:20,27.0,87,27.1,87,24.8,30.7,2.9,3.0,85,1011.6,1011.6,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:25,26.8,87,27.1,86,24.6,30.6,3.2,3.4,88,1011.7,1011.7,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:30,26.9,87,27.1,87,24.8,30.7,3.1,3.3,92,1011.8,1011.8,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:35,27.1,87,27.0,88,24.8,30.5,3.2,3.8,86,1011.9,1011.9,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:40,27.0,87,27.1,88,24.9,30.8,3.7,4.1,89,1011.9,1011.9,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:45,27.0,87,27.1,87,24.6,30.7,4.5,4.9,86,1012.0,1012.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:50,27.1,86,27.3,86,24.6,31.1,4.0,5.1,89,1012.0,1012.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,21:55,27.1,85,27.2,85,24.5,30.8,5.5,5.8,99,1012.0,1012.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,22:00,27.2,86,27.3,87,25.0,31.2,3.8,4.4,95,1012.0,1012.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,22:05,27.2,86,27.3,85,24.6,30.9,4.0,4.6,97,1012.0,1012.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,22:10,27.2,86,27.3,84,24.6,30.8,4.0,4.5,97,1012.2,1012.2,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,22:15,27.2,86,27.4,83,24.3,30.9,4.4,4.6,88,1012.1,1012.1,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,22:20,27.2,85,27.5,85,24.4,31.5,3.9,4.9,84,1012.1,1012.1,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,22:25,27.2,85,27.5,83,24.4,31.2,4.3,4.7,87,1012.0,1012.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,22:30,27.3,85,27.5,85,24.8,31.5,4.5,4.7,86,1012.0,1012.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,22:35,27.2,84,27.5,83,24.1,31.2,4.0,5.0,89,1011.9,1011.9,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
10/05/2024,22:40,27.2,85,27.5,84,24.4,31.3,4.2,5.0,87,1012.0,1012.0,0.0,0,0.0,2.9,2.9,2.9,2.9,2.9
